Sample	uniquely_mapped_percent	num_splices	num_GCAG_splices	insertion_length	deletion_length	unmapped_tooshort_percent	avg_mapped_read_length	deletion_rate	mismatch_rate	avg_input_read_length	num_ATAC_splices	num_annotated_splices	num_GTAG_splices	uniquely_mapped	multimapped_toomany	unmapped_mismatches	unmapped_mismatches_percent	total_reads	unmapped_other	insertion_rate	unmapped_other_percent	multimapped_percent	multimapped	num_noncanonical_splices	unmapped_tooshort	multimapped_toomany_percent	adapter_content	sequence_duplication_levels	kmer_content	per_base_sequence_quality	sequence_length_distribution	basic_statistics	per_sequence_gc_content	per_base_n_content	per_base_sequence_content	overrepresented_sequences	total_deduplicated_percentage	per_tile_sequence_quality	per_sequence_quality_scores	sequences_flagged_as_poor_quality	total_sequences	GC	experiment	pool_H12	index_cell	cell	patient	number_batch	depletion_batch
PT089_P1_C02	PT089_P1_C02	82.38	276128	1449	1.26	1.35	13.01	74.77	0	0.3	76	146	239	273116	2826325	2030	0	0	3430809	11320	0	0.33	4.22	144870	1417	446264	0.06	pass,pass	fail,fail	fail,fail	pass,pass	pass,pass	pass,pass	pass,pass	pass,pass	fail,fail	warn,warn	46.5392050093	pass,pass	pass,pass	0	6861618	48	Exp1	0	26	PT089_P1_C02	PT089	B5	depleted_yes
PT089_P1_C03	PT089_P1_C03	81.74	192106	1070	1.2	1.23	13.85	74.97	0	0.28	76	279	82	189592	2766447	1920	0	0	3384365	8122	0	0.24	4.11	139152	1165	468724	0.06	pass,pass	fail,warn	fail,fail	pass,pass	pass,pass	pass,pass	pass,pass	pass,pass	fail,fail	warn,warn	49.62265130465	pass,pass	pass,pass	0	6768730	47	Exp1	0	27	PT089_P1_C03	PT089	B5	depleted_yes
PT089_P1_C04	PT089_P1_C04	82.04	158635	863	1.21	1.33	12.54	74.95	0	0.27	76	140	481	156560	2341105	2909	0	0	2853500	12845	0	0.45	4.86	138689	1072	357952	0.1	pass,pass	fail,fail	fail,fail	pass,pass	pass,pass	pass,pass	pass,pass	pass,pass	fail,fail	warn,warn	40.78539381205	pass,pass	pass,pass	0	5707000	44	Exp1	0	28	PT089_P1_C04	PT089	B5	depleted_yes
PT089_P1_C05	PT089_P1_C05	82.41	246972	899	1.16	1.4	13.87	74.75	0	0.29	76	157	301	245053	2269446	1471	0	0	2753762	4131	0	0.15	3.51	96726	863	381988	0.05	pass,pass	fail,fail	fail,fail	pass,pass	pass,pass	pass,pass	pass,pass	pass,pass	fail,fail	warn,warn	36.654592292	pass,pass	pass,pass	0	5507524	47	Exp1	0	29	PT089_P1_C05	PT089	B5	depleted_yes
PT089_P1_C06	PT089_P1_C06	83.29	282992	1386	1.2	1.27	11.57	74.68	0	0.3	76	168	35	280213	2774591	890	0	0	3331146	6326	0	0.19	4.93	164140	1225	385199	0.03	pass,pass	fail,fail	fail,fail	pass,pass	pass,pass	pass,pass	pass,pass	pass,pass	fail,fail	warn,warn	43.81640428445	pass,pass	pass,pass	0	6662292	48	Exp1	0	30	PT089_P1_C06	PT089	B5	depleted_yes
PT089_P1_C07	PT089_P1_C07	83.67	318301	1292	1.21	1.33	11.3	74.64	0	0.29	76	108	170	315103	3102032	1830	0	0	3707263	6302	0	0.17	4.81	178211	1798	418888	0.05	pass,pass	fail,fail	fail,fail	pass,pass	pass,pass	pass,pass	pass,pass	pass,pass	fail,warn	warn,warn	38.76231572925	pass,pass	pass,pass	0	7414526	47	Exp1	0	31	PT089_P1_C07	PT089	B5	depleted_yes
PT089_P1_C08	PT089_P1_C08	75.29	34135	140	1.3	1.23	20.25	74.72	0	0.31	76	8	0	33780	377283	153	0	0	501126	1152	0	0.23	4.21	21091	207	101447	0.03	pass,pass	warn,warn	fail,warn	pass,pass	pass,pass	pass,pass	warn,warn	pass,pass	fail,fail	warn,warn	61.18894812135	pass,pass	pass,pass	0	1002252	48	Exp1	0	32	PT089_P1_C08	PT089	B5	depleted_yes
PT089_P1_C09	PT089_P1_C09	79.03	245161	1405	1.28	1.31	16.2	74.8	0	0.29	76	136	240	241726	2680455	1902	0	0	3391878	13908	0	0.41	4.31	146065	1894	549548	0.06	pass,pass	fail,fail	fail,fail	pass,pass	pass,pass	pass,pass	pass,pass	pass,pass	fail,fail	warn,warn	41.6825327927	pass,pass	pass,pass	0	6783756	47	Exp1	0	33	PT089_P1_C09	PT089	B5	depleted_yes
PT089_P1_C10	PT089_P1_C10	77.61	142553	783	1.23	1.3	16.08	74.99	0	0.28	76	102	0	140592	2355160	3510	0	0	3034640	6981	0	0.23	5.96	180961	1076	488028	0.12	pass,pass	fail,fail	fail,fail	pass,pass	pass,pass	pass,pass	pass,pass	pass,pass	fail,fail	warn,warn	43.2149845028	pass,pass	pass,pass	0	6069280	46	Exp1	0	34	PT089_P1_C10	PT089	B5	depleted_yes
PT089_P1_C11	PT089_P1_C11	79.65	228603	1629	1.26	1.43	15.78	74.79	0	0.29	76	168	0	225246	2549127	991	0	0	3200611	14407	0	0.45	4.09	130887	1560	505199	0.03	pass,pass	fail,fail	fail,fail	pass,pass	pass,pass	pass,pass	pass,pass	pass,pass	fail,fail	warn,warn	44.54071233015	pass,pass	pass,pass	0	6401222	46	Exp1	0	35	PT089_P1_C11	PT089	B5	depleted_yes
PT089_P1_C12	PT089_P1_C12	35.84	31740	167	1.06	1.12	59.74	74.81	0	0.31	76	60	0	31253	555999	705	0	0	1551309	931	0	0.06	4.31	66891	260	926783	0.05	pass,pass	fail,fail	fail,fail	pass,pass	pass,pass	pass,pass	warn,warn	pass,pass	fail,fail	fail,fail	23.5953892194	pass,pass	pass,pass	0	3102618	47	Exp1	0	36	PT089_P1_C12	PT089	B5	depleted_yes
PT089_P1_D01	PT089_P1_D01	82.46	259026	1544	1.37	1.37	12.84	74.73	0	0.3	76	255	94	256063	2642542	1174	0	0	3204657	9611	0	0.3	4.37	139970	1164	411360	0.04	pass,pass	fail,fail	fail,fail	pass,pass	pass,pass	pass,pass	pass,pass	pass,pass	fail,fail	warn,warn	42.02275519095	pass,pass	pass,pass	0	6409314	47	Exp1	0	37	PT089_P1_D01	PT089	B5	depleted_yes
PT089_P1_D02	PT089_P1_D02	78.42	126753	974	1.14	1.31	16.88	75	0	0.27	76	1	3	124927	2008895	1144	0	0	2561767	8707	0	0.34	4.32	110767	851	432254	0.04	pass,pass	fail,fail	fail,fail	pass,pass	pass,pass	pass,pass	pass,pass	pass,pass	fail,fail	warn,warn	41.66136359625	pass,pass	pass,pass	0	5123534	45	Exp1	0	38	PT089_P1_D02	PT089	B5	depleted_yes
PT089_P1_D03	PT089_P1_D03	52.3	48127	273	1.14	1.36	44.66	74.97	0	0.27	76	2	0	47616	747471	1762	0	0	1429125	6002	0	0.42	2.5	35662	236	638228	0.12	pass,pass	fail,fail	fail,fail	pass,pass	pass,pass	pass,pass	warn,warn	pass,pass	fail,fail	fail,fail	31.8308525013	pass,pass	pass,pass	0	2858250	46	Exp1	0	39	PT089_P1_D03	PT089	B5	depleted_yes
PT089_P1_D04	PT089_P1_D04	78.21	180807	886	1.28	1.2	17.55	74.69	0	0.3	76	218	32	178512	1999701	783	0	0	2556855	8949	0	0.35	3.86	98712	1191	448710	0.03	pass,pass	fail,fail	fail,fail	pass,pass	pass,pass	pass,pass	pass,pass	pass,pass	fail,fail	warn,warn	40.0860989031	pass,pass	pass,pass	0	5113710	47	Exp1	0	40	PT089_P1_D04	PT089	B5	depleted_yes
PT089_P1_D05	PT089_P1_D05	76.9	80125	337	1.12	1.19	17.31	74.83	0	0.28	76	96	0	79031	1134765	858	0	0	1475570	9296	0	0.63	5.1	75240	661	255411	0.06	pass,pass	fail,fail	fail,fail	pass,pass	pass,pass	pass,pass	pass,pass	pass,pass	fail,fail	warn,warn	39.90818367335	pass,pass	pass,pass	0	2951140	44	Exp1	0	41	PT089_P1_D05	PT089	B5	depleted_yes
PT089_P1_D06	PT089_P1_D06	74.2	107074	700	1.35	1.35	21.19	74.9	0	0.28	76	214	0	105576	1518117	531	0	0	2045948	8391	0	0.41	4.17	85215	584	433694	0.03	pass,pass	fail,fail	warn,fail	pass,pass	pass,pass	pass,pass	warn,pass	pass,pass	fail,fail	warn,warn	36.90377118155	pass,pass	pass,pass	0	4091896	45	Exp1	0	42	PT089_P1_D06	PT089	B5	depleted_yes
PT089_P1_D07	PT089_P1_D07	77.86	202355	1138	1.12	1.26	17.75	74.87	0	0.28	76	79	607	199882	2401111	2016	0	0	3083824	13569	0	0.44	3.88	119754	1256	547374	0.07	pass,pass	fail,fail	fail,fail	pass,pass	pass,pass	pass,pass	pass,pass	pass,pass	fail,fail	warn,warn	39.10600922055	pass,pass	pass,pass	0	6167648	46	Exp1	0	43	PT089_P1_D07	PT089	B5	depleted_yes
PT089_P1_D08	PT089_P1_D08	85.74	242314	1054	1.25	1.32	9.72	74.81	0	0.29	76	177	0	239624	2638411	1878	0	0	3077065	7078	0	0.23	4.24	130583	1459	299115	0.06	pass,pass	fail,fail	fail,fail	pass,pass	pass,pass	pass,pass	pass,pass	pass,pass	fail,fail	warn,warn	43.1131667161	pass,pass	pass,pass	0	6154130	47	Exp1	0	44	PT089_P1_D08	PT089	B5	depleted_yes
PT089_P1_D09	PT089_P1_D09	86.71	189823	1192	1.15	1.29	8.93	75.03	0	0.28	76	183	22	187573	2867616	3283	0	0	3306992	8271	0	0.25	4	132368	875	295454	0.1	pass,pass	fail,fail	fail,fail	pass,pass	pass,pass	pass,pass	pass,warn	pass,pass	fail,fail	warn,warn	46.59107116705	pass,pass	pass,pass	0	6613984	44	Exp1	0	45	PT089_P1_D09	PT089	B5	depleted_yes
PT089_P3_A01_S289	PT089_P3_A01_S289	4.17	1454	2	1	1.02	94.37	74.61	0	0.64	76	9	0	390	226917	5733	0	0	5441777	4898	0	0.09	1.26	68417	1053	5135812	0.11	pass,pass	fail,fail	fail,fail	pass,pass	pass,pass	pass,pass	fail,fail	pass,pass	fail,fail	fail,fail	15.1629316606	pass,pass	pass,pass	0	10883554	51.5	Exp1	0	46	PT089_P3_A01_S289	PT089	B3	depleted_yes
PT089_P3_A02_S290	PT089_P3_A02_S290	9.19	1600	15	1	1.09	87.61	74.5	0.01	0.89	76	10	0	874	399197	30048	0	0	4346071	4346	0.01	0.1	2.42	105054	701	3807426	0.69	pass,pass	fail,fail	warn,fail	pass,pass	pass,pass	pass,pass	fail,fail	pass,pass	fail,fail	fail,fail	12.507502754675	pass,pass	pass,pass	0	8692142	48.5	Exp1	0	47	PT089_P3_A02_S290	PT089	B3	depleted_yes
PT089_P3_A03_S291	PT089_P3_A03_S291	18.21	678	1	1.04	1.14	80.38	75.17	0	0.4	76	13	0	258	610526	13081	0	0	3353421	2683	0.01	0.08	0.94	31679	406	2695452	0.39	pass,pass	fail,fail	fail,warn	pass,pass	pass,pass	pass,pass	fail,fail	pass,pass	fail,fail	fail,fail	14.1398533334	pass,pass	pass,pass	0	6706842	47.5	Exp1	0	48	PT089_P3_A03_S291	PT089	B3	depleted_yes
