"Sample"	"uniquely_mapped_percent"	"num_splices"	"num_GCAG_splices"	"insertion_length"	"deletion_length"	"unmapped_tooshort_percent"	"avg_mapped_read_length"	"deletion_rate"	"mismatch_rate"	"avg_input_read_length"	"num_ATAC_splices"	"num_annotated_splices"	"num_GTAG_splices"	"uniquely_mapped"	"multimapped_toomany"	"unmapped_mismatches"	"unmapped_mismatches_percent"	"total_reads"	"unmapped_other"	"insertion_rate"	"unmapped_other_percent"	"multimapped_percent"	"multimapped"	"num_noncanonical_splices"	"unmapped_tooshort"	"multimapped_toomany_percent"	"adapter_content"	"sequence_duplication_levels"	"kmer_content"	"per_base_sequence_quality"	"sequence_length_distribution"	"basic_statistics"	"per_sequence_gc_content"	"per_base_n_content"	"per_base_sequence_content"	"overrepresented_sequences"	"total_deduplicated_percentage"	"per_tile_sequence_quality"	"per_sequence_quality_scores"	"sequences_flagged_as_poor_quality"	"total_sequences"	"GC"	"experiment"	"pool_H12"	"index_cell"	"cell"	"patient"	"number_batch"	"depletion_batch"	"total_counts"	"log10_total_counts"	"filter_on_total_counts"	"total_features"	"log10_total_features"	"filter_on_total_features"	"pct_dropout"	"total_tpm"	"num_genes_expressed"	"size_factor"	"n_detected_feature_controls"	"counts_feature_controls"	"pct_counts_feature_controls"	"filter_on_pct_counts_feature_controls"	"pct_counts_top_50_features"	"pct_counts_top_100_features"	"pct_counts_top_200_features"	"pct_counts_top_500_features"	"pct_counts_top_50_endogenous_features"	"pct_counts_top_100_endogenous_features"	"pct_counts_top_200_endogenous_features"	"pct_counts_top_500_endogenous_features"	"tpm_feature_controls"	"pct_tpm_feature_controls"	"filter_on_pct_tpm_feature_controls"	"pct_tpm_top_50_features"	"pct_tpm_top_100_features"	"pct_tpm_top_200_features"	"pct_tpm_top_500_features"	"pct_tpm_top_50_endogenous_features"	"pct_tpm_top_100_endogenous_features"	"pct_tpm_top_200_endogenous_features"	"pct_tpm_top_500_endogenous_features"	"counts_endogenous_features"	"tpm_endogenous_features"	"log10_counts_feature_controls"	"log10_tpm_feature_controls"	"log10_counts_endogenous_features"	"log10_tpm_endogenous_features"	"is_cell_control"	"total_norm_exprs"
"PT089_P1_A11"	"PT089_P1_A11"	81.9	168742	1216	1.17	1.33	12.32	74.99	0	0.28	76	51	85	166461	2441832	3184	0	0	2981545	9832	0	0.33	5.35	159627	1014	367070	0.11	"pass,pass"	"fail,fail"	"fail,fail"	"pass,pass"	"pass,pass"	"pass,pass"	"pass,pass"	"pass,pass"	"fail,fail"	"warn,warn"	46.0539808391	"pass,pass"	"pass,pass"	0	5963090	43.5	"Exp1"	0	11	"PT089_P1_A11"	"PT089"	"B5"	"depleted_yes"	12304	4.09004632245736	FALSE	1931	3.28578227377939	FALSE	85.4593373493976	13962.4711028875	2162	0.799320973186751	0	0	0	FALSE	29.8709496571881	40.812216097728	54.7166889520354	78.5006050002871	29.8709496571881	40.812216097728	54.7166889520354	78.5006050002871	0	0	FALSE	29.8709496571882	40.8122160977281	54.7166889520355	78.5006050002872	29.8709496571882	40.8122160977281	54.7166889520355	78.5006050002872	12304	937842.53	0	0	4.09008161803882	5.97213038664559	FALSE	3360.86768475749
"PT089_P1_A12"	"PT089_P1_A12"	84.01	215099	1330	1.22	1.38	9.72	74.97	0	0.3	76	147	219	212192	2995289	2118	0	0	3565418	6773	0	0.19	6.02	214769	1430	346469	0.06	"pass,pass"	"fail,warn"	"fail,fail"	"pass,pass"	"pass,pass"	"pass,pass"	"pass,pass"	"pass,pass"	"fail,fail"	"warn,warn"	52.08422026285	"pass,pass"	"pass,pass"	0	7130836	44.5	"Exp1"	0	12	"PT089_P1_A12"	"PT089"	"B5"	"depleted_yes"	16584	4.2196892890858	FALSE	2834	3.45239984591144	FALSE	78.6596385542169	19821.8253725047	3123	1.53491072430648	0	0	0	FALSE	34.21639744362	44.126682703985	55.5645512075653	72.2722405116389	34.21639744362	44.126682703985	55.5645512075653	72.2722405116389	0	0	FALSE	34.21639744362	44.1266827039851	55.5645512075654	72.2722405116391	34.21639744362	44.1266827039851	55.5645512075654	72.2722405116391	16584	952287.22	0	0	4.2197154758555	5.97876841205181	FALSE	3401.44280908392
"PT089_P1_B01"	"PT089_P1_B01"	83.66	177144	1306	1.16	1.29	10.8	75.03	0	0.29	76	77	436	174694	2715640	3232	0	0	3246199	8438	0	0.26	5.19	168408	1067	350481	0.1	"pass,pass"	"fail,warn"	"fail,fail"	"pass,pass"	"pass,pass"	"pass,pass"	"pass,pass"	"pass,pass"	"fail,fail"	"warn,warn"	47.8933893607	"pass,pass"	"pass,pass"	0	6492398	46	"Exp1"	0	13	"PT089_P1_B01"	"PT089"	"B5"	"depleted_yes"	13680	4.1360860973841	FALSE	1816	3.25911584418507	FALSE	86.3253012048193	14978.9176481867	2490	1.13835070151984	0	0	0	FALSE	44.1304122968561	53.4406556243428	64.2818030211622	81.8225600571559	44.1304122968561	53.4406556243428	64.2818030211622	81.8225600571559	0	0	FALSE	44.1304122968562	53.4406556243429	64.2818030211623	81.8225600571561	44.1304122968562	53.4406556243429	64.2818030211623	81.8225600571561	13680	959061.4	0	0	4.13611784289648	5.98184686482868	FALSE	3222.97504136536
"PT089_P1_B02"	"PT089_P1_B02"	83.87	152769	619	1.19	1.24	10.89	74.93	0	0.25	76	102	0	151014	2171479	1137	0	0	2589091	6733	0	0.26	4.93	127740	1034	282002	0.04	"pass,pass"	"fail,fail"	"fail,warn"	"pass,pass"	"pass,pass"	"pass,pass"	"pass,pass"	"pass,pass"	"fail,fail"	"warn,warn"	37.82530827075	"pass,pass"	"pass,pass"	0	5178182	43	"Exp1"	0	14	"PT089_P1_B02"	"PT089"	"B5"	"depleted_yes"	10884	4.03678853310772	FALSE	1684	3.22634208716363	FALSE	87.3192771084337	11112.8902560941	1864	0.522233418727655	0	0	0	FALSE	38.650271581266	51.3175035734432	65.7568131010517	90.0529842461322	38.650271581266	51.3175035734432	65.7568131010517	90.0529842461322	0	0	FALSE	38.6502715812659	51.3175035734432	65.7568131010516	90.0529842461321	38.6502715812659	51.3175035734432	65.7568131010516	90.0529842461321	10884	960355.27	0	0	4.03682843337711	5.98243237615583	FALSE	2864.52977920042
"PT089_P1_B03"	"PT089_P1_B03"	81.24	221325	1175	1.25	1.33	14.55	74.79	0	0.29	76	279	0	218420	2401907	781	0	0	2956668	6505	0	0.22	3.97	117288	1451	430187	0.03	"pass,pass"	"fail,fail"	"fail,fail"	"pass,pass"	"pass,pass"	"pass,pass"	"pass,pass"	"pass,pass"	"fail,fail"	"warn,warn"	42.0254530289	"pass,pass"	"pass,pass"	0	5913336	47.5	"Exp1"	0	15	"PT089_P1_B03"	"PT089"	"B5"	"depleted_yes"	12036	4.08048217906804	FALSE	2391	3.37857957611577	FALSE	81.9954819277108	12741.3945876815	2075	0.75869831524347	0	0	0	FALSE	38.2393086779423	48.9267483527482	61.8867278766811	83.386842383453	38.2393086779423	48.9267483527482	61.8867278766811	83.386842383453	0	0	FALSE	38.2393086779422	48.9267483527481	61.886727876681	83.3868423834528	38.2393086779422	48.9267483527481	61.886727876681	83.3868423834528	12036	967060.71	0	0	4.08051826052712	5.98545418810303	FALSE	4092.64761856619
"PT089_P1_B04"	"PT089_P1_B04"	80.5	166934	1028	1.16	1.22	12.82	74.91	0	0.28	76	57	96	164751	2268779	1365	0	0	2818246	7046	0	0.25	6.38	179716	1098	361340	0.05	"pass,pass"	"fail,fail"	"fail,fail"	"pass,pass"	"pass,pass"	"pass,pass"	"pass,pass"	"pass,pass"	"fail,fail"	"warn,warn"	42.10761131145	"pass,pass"	"pass,pass"	0	5636492	45	"Exp1"	0	16	"PT089_P1_B04"	"PT089"	"B5"	"depleted_yes"	11992	4.07889161984022	FALSE	1495	3.17464119266045	FALSE	88.7424698795181	12570.3678532133	2051	0.761265331403889	0	0	0	FALSE	45.5519494284403	54.8438558300911	65.8031270436716	85.3291562349318	45.5519494284403	54.8438558300911	65.8031270436716	85.3291562349318	0	0	FALSE	45.5519494284404	54.8438558300912	65.8031270436718	85.3291562349319	45.5519494284404	54.8438558300912	65.8031270436718	85.3291562349319	11992	958110.06	0	0	4.07892783368072	5.98141585349356	FALSE	3461.26418618617
"PT089_P1_B05"	"PT089_P1_B05"	58.71	1820	50	1.2	1.93	35.9	74.96	0	0.26	76	7	0	1755	46199	8	0	0	78693	173	0	0.22	5.16	4059	8	28254	0.01	"pass,pass"	"warn,warn"	"fail,warn"	"pass,pass"	"pass,pass"	"pass,pass"	"fail,fail"	"pass,pass"	"fail,fail"	"fail,fail"	54.3745949449	"warn,fail"	"pass,pass"	0	157386	41	"Exp1"	0	17	"PT089_P1_B05"	"PT089"	"B5"	"depleted_yes"	2208	3.34399906905716	FALSE	4931	3.69293500253114	FALSE	62.8689759036145	3427.94977002244	552	0.0198150083298635	0	0	0	FALSE	89.1839580092026	98.1237143413285	99.1967285361945	99.9673471117055	89.1839580092026	98.1237143413285	99.1967285361945	99.9673471117055	0	0	FALSE	89.1839580092026	98.1237143413286	99.1967285361946	99.9673471117055	89.1839580092026	98.1237143413286	99.1967285361946	99.9673471117055	2208	998870.29	0	0	3.34419571587144	5.99950953062439	FALSE	3379.42009768974
"PT089_P1_B06"	"PT089_P1_B06"	76.57	120547	818	1.19	1.32	17.65	74.88	0	0.27	76	15	484	118826	1731561	1189	0	0	2261293	6329	0	0.28	5.45	123250	888	398964	0.05	"pass,pass"	"fail,fail"	"fail,fail"	"pass,pass"	"pass,pass"	"pass,pass"	"pass,pass"	"pass,pass"	"fail,fail"	"warn,warn"	38.653586741	"pass,pass"	"pass,pass"	0	4522586	44	"Exp1"	0	18	"PT089_P1_B06"	"PT089"	"B5"	"depleted_yes"	9436	3.97478793221356	FALSE	1775	3.24919835739111	FALSE	86.6340361445783	9939.85976621215	1664	0.212434559744558	0	0	0	FALSE	41.0128965139882	52.7524790400663	68.7992577035309	93.0892459642458	41.0128965139882	52.7524790400663	68.7992577035309	93.0892459642458	0	0	FALSE	41.0128965139881	52.7524790400662	68.7992577035307	93.0892459642456	41.0128965139881	52.7524790400662	68.7992577035307	93.0892459642456	9436	958107.75	0	0	3.97483395504854	5.98141480641092	FALSE	3434.80605846835
"PT089_P1_B07"	"PT089_P1_B07"	78.1	138316	1293	1.16	1.32	16.01	75.05	0	0.26	76	143	170	136181	2248360	2489	0	0	2878822	12092	0	0.42	5.38	154948	699	460933	0.09	"pass,pass"	"fail,fail"	"fail,fail"	"pass,pass"	"pass,pass"	"pass,pass"	"pass,pass"	"pass,pass"	"fail,fail"	"warn,warn"	38.68379169825	"pass,pass"	"pass,pass"	0	5757644	45	"Exp1"	0	19	"PT089_P1_B07"	"PT089"	"B5"	"depleted_yes"	10792	4.03310193666385	FALSE	1712	3.23350376034113	FALSE	87.1084337349398	10253.7918428779	1867	0.356034834713	0	0	0	FALSE	46.3365741377725	58.289396547419	72.7447789476649	93.8998117372079	46.3365741377725	58.289396547419	72.7447789476649	93.8998117372079	0	0	FALSE	46.3365741377727	58.2893965474192	72.7447789476652	93.8998117372081	46.3365741377727	58.2893965474192	72.7447789476652	93.8998117372081	10792	961995.72	0	0	4.03314217706062	5.98317359128071	FALSE	2931.25810731103
"PT089_P1_B08"	"PT089_P1_B08"	85.55	222880	1324	1.18	1.3	8.97	74.88	0	0.28	76	168	160	220040	2735658	2006	0	0	3197712	7040	0	0.22	5.19	165983	1348	287025	0.06	"pass,pass"	"warn,warn"	"fail,fail"	"pass,pass"	"pass,pass"	"pass,pass"	"pass,pass"	"pass,pass"	"fail,fail"	"warn,warn"	56.3236310021	"pass,pass"	"pass,pass"	0	6395424	46	"Exp1"	0	20	"PT089_P1_B08"	"PT089"	"B5"	"depleted_yes"	19880	4.29841638006129	FALSE	3633	3.56026539786271	FALSE	72.6430722891566	24350.9543348821	3984	1.27304081187317	0	0	0	FALSE	29.0694349236297	38.5624287126749	49.6693304790326	67.030391304404	29.0694349236297	38.5624287126749	49.6693304790326	67.030391304404	0	0	FALSE	29.0694349236297	38.5624287126749	49.6693304790326	67.0303913044039	29.0694349236297	38.5624287126749	49.6693304790326	67.0303913044039	19880	964626.25	0	0	4.29843822531076	5.98435952625419	FALSE	5007.7802200383
